PHY_ExG_Response.csv
Serial number : 240315(HUS VM)
From : 2017/04/05 00:00
To   : 2017/04/06 00:00
sampling rate : 1

"No.","time","E1-1","E1-2","E1-3","E1-4","E1-5","E1-6","E1-7","E1-8","E1-9","E1-10","E1-11","E1-12","E1-13","E1-14","E1-15","E1-16","E1-17","E1-18"
"775","2017/04/05 12:55",3,2,1,3,1,3,1,3,1,1,4,2,1,2,1,1,2,1
"776","2017/04/05 12:56",2,1,7,1,1,2,1,1,1,1,1,1,2,1,-3,1,3,1
"777","2017/04/05 12:57",4,4,3,4,3,4,3,1,4,6,2,4,2,1,3,1,2,4
"778","2017/04/05 12:58",2,1,3,2,3,1,2,1,2,4,1,3,2,1,2,1,2,2
"779","2017/04/05 12:59",4,3,2,4,1,4,1,2,1,1,4,3,1,2,2,1,2,2
"780","2017/04/05 13:00",2,4,1,4,3,3,1,1,3,1,4,4,2,2,2,2,3,4
"781","2017/04/05 13:01",7,8,8,8,8,9,7,7,8,8,8,9,7,6,6,6,7,7
"782","2017/04/05 13:02",4,2,5,1,1,6,1,4,1,3,2,2,4,2,3,2,3,2
"783","2017/04/05 13:03",1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,3,1,3
"784","2017/04/05 13:04",2,1,2,1,1,2,2,3,1,5,1,2,3,1,2,1,1,1
"785","2017/04/05 13:05",2,2,4,2,1,1,1,2,2,1,1,2,1,1,3,3,1,1
"786","2017/04/05 13:06",2,1,2,1,1,1,1,3,1,1,1,3,2,1,1,2,1,2
"787","2017/04/05 13:07",1,1,4,1,1,1,1,1,2,1,2,3,1,1,1,1,2,2
"788","2017/04/05 13:08",2,1,1,2,1,1,4,1,1,1,1,1,2,-3,1,1,1,-3
"789","2017/04/05 13:09",1,3,1,3,1,2,1,1,3,1,2,1,1,1,-3,1,1,2
"790","2017/04/05 13:10",1,1,1,1,7,1,1,1,2,1,1,1,-3,1,-3,1,1,-3
"791","2017/04/05 13:11",1,2,3,1,2,2,1,1,1,1,1,1,-3,1,-3,1,-3,-3
"792","2017/04/05 13:12",2,3,3,4,2,2,2,2,4,2,4,1,4,1,6,2,2,5
"793","2017/04/05 13:13",1,1,3,3,1,2,1,1,2,1,1,-3,-3,1,2,1,1,4
"794","2017/04/05 13:14",4,1,3,3,1,4,2,3,1,5,4,-3,-3,1,4,1,3,1
"795","2017/04/05 13:15",-3,1,-3,2,1,1,1,1,1,-3,6,2,-3,1,-3,1,2,-3
"796","2017/04/05 13:16",1,2,1,3,4,1,1,1,4,6,2,1,3,4,3,2,2,3
"797","2017/04/05 13:17",1,3,1,2,2,1,3,1,2,1,1,2,2,2,2,-3,1,3
"798","2017/04/05 13:18",4,1,5,4,2,3,-3,2,2,4,-3,4,5,4,3,6,2,-3
"799","2017/04/05 13:19",6,4,5,5,6,6,4,4,4,2,3,4,4,3,4,3,5,4
"800","2017/04/05 13:20",4,2,6,4,3,4,2,4,2,-3,3,4,-3,3,4,2,2,3
"801","2017/04/05 13:21",1,3,3,2,2,3,1,2,2,4,2,1,3,2,2,2,3,1
"802","2017/04/05 13:22",-3,2,1,3,1,6,1,1,2,-3,2,1,1,1,1,1,1,-3
"803","2017/04/05 13:23",-3,1,1,1,1,-3,2,1,1,-3,-3,-3,-3,-3,-3,-3,1,-3
"804","2017/04/05 13:24",4,1,1,4,4,1,-3,5,3,2,5,2,2,2,3,2,3,4
"805","2017/04/05 13:25",4,2,1,-3,3,2,2,3,2,4,2,1,3,2,3,2,2,1
"806","2017/04/05 13:26",3,4,6,13,8,6,3,3,2,3,2,4,10,8,7,6,15,11
"807","2017/04/05 13:27",2,3,3,8,4,2,1,4,3,4,5,6,4,2,2,2,1,2
"808","2017/04/05 13:28",5,2,4,8,4,7,3,4,3,3,7,6,4,4,4,3,4,4
"809","2017/04/05 13:29",6,1,1,4,2,1,1,1,1,1,2,1,2,1,-3,-3,1,1
"810","2017/04/05 13:30",3,1,4,1,2,4,2,1,3,1,4,2,1,1,-3,1,1,2
"811","2017/04/05 13:31",1,3,2,2,4,1,1,4,3,3,2,3,2,1,3,3,-3,4
"812","2017/04/05 13:32",3,1,3,1,6,3,-3,1,2,1,3,6,2,2,3,1,1,3
"813","2017/04/05 13:33",-3,1,1,2,1,1,-3,2,1,-3,-3,4,1,-3,1,3,1,2
"814","2017/04/05 13:34",4,1,1,-3,2,4,1,1,1,-3,1,-3,1,1,-3,1,1,-3
"815","2017/04/05 13:35",-3,2,2,1,5,2,-3,4,1,1,2,1,3,1,-3,1,1,-3
"816","2017/04/05 13:36",1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1
"817","2017/04/05 13:37",3,1,1,1,-3,1,1,4,1,-3,1,-3,-3,1,-3,1,1,-3
"818","2017/04/05 13:38",2,2,4,1,2,5,1,3,3,-3,3,2,3,1,-3,1,1,2
"819","2017/04/05 13:39",1,1,3,1,-3,2,1,1,2,1,1,1,1,-3,-3,2,2,1
"820","2017/04/05 13:40",6,2,3,3,6,3,1,2,2,6,4,6,3,2,4,2,3,3
"821","2017/04/05 13:41",2,2,2,2,8,2,3,3,2,3,3,1,2,3,4,3,3,6
"822","2017/04/05 13:42",-3,1,6,3,-3,2,2,1,2,6,3,-3,-3,-3,1,1,1,1
"823","2017/04/05 13:43",2,2,4,2,3,2,3,2,3,6,3,7,3,-3,3,1,2,6
"824","2017/04/05 13:44",-3,1,2,1,1,1,-3,1,1,6,1,-3,-3,-3,-3,-3,2,-3
"825","2017/04/05 13:45",1,1,2,1,3,1,2,1,1,1,1,2,1,2,-3,1,1,-3
"826","2017/04/05 13:46",2,2,6,1,3,1,1,1,2,2,1,1,2,1,2,2,2,1
"827","2017/04/05 13:47",2,2,2,2,4,1,1,1,1,1,2,1,2,1,2,2,2,2
"828","2017/04/05 13:48",2,1,3,3,1,1,1,3,1,1,1,1,2,1,2,1,1,1
"829","2017/04/05 13:49",-3,1,-3,1,1,-3,1,-3,1,1,-3,2,2,3,4,1,2,-3
"830","2017/04/05 13:50",-3,2,-3,2,1,2,1,-3,2,-3,1,1,-3,-3,-3,-3,1,-3
"831","2017/04/05 13:51",2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-3,1
"832","2017/04/05 13:52",-3,1,1,2,-3,2,3,1,3,3,2,6,1,2,1,-3,-3,-3
"833","2017/04/05 13:53",-3,1,1,1,-3,1,3,2,1,4,-3,-3,-3,2,1,5,-3,1
"834","2017/04/05 13:54",-3,1,1,1,1,3,-3,1,1,-3,-3,-3,1,1,-3,-3,-3,-3
"835","2017/04/05 13:55",-3,1,-3,1,-3,1,1,1,1,1,-3,-3,-3,-3,3,2,-3,-3
"836","2017/04/05 13:56",-3,1,1,2,6,2,1,1,1,1,-3,3,-3,2,8,2,-3,-3
"837","2017/04/05 13:57",3,1,3,4,3,2,1,1,2,5,-3,-3,3,1,-3,2,3,-3
"838","2017/04/05 13:58",2,1,2,6,3,7,1,1,1,2,-3,5,-3,3,-3,2,-3,-3
"839","2017/04/05 13:59",3,3,5,4,3,4,2,2,2,4,4,5,4,4,4,3,5,4
"840","2017/04/05 14:00",4,5,-3,-3,2,7,2,1,1,1,3,3,4,2,1,2,4,3
"841","2017/04/05 14:01",2,2,4,4,5,4,2,3,4,4,4,6,4,2,4,4,-3,4
"842","2017/04/05 14:02",2,2,2,3,3,2,2,2,3,3,4,6,1,2,2,2,2,1
"843","2017/04/05 14:03",2,3,3,6,2,3,3,2,3,2,3,4,4,2,3,4,3,-3
"844","2017/04/05 14:04",1,1,1,3,1,3,1,2,2,4,2,3,2,1,1,2,1,-3
"845","2017/04/05 14:05",1,1,1,2,1,1,3,1,1,1,2,4,1,1,2,2,2,5
"846","2017/04/05 14:06",13,10,4,6,12,8,1,2,2,2,2,2,4,12,20,4,12,14
"847","2017/04/05 14:07",2,2,1,1,1,2,1,1,1,1,2,-3,-3,2,2,2,2,3
"848","2017/04/05 14:08",3,1,3,1,4,1,2,1,2,3,1,1,1,1,2,1,1,2
"849","2017/04/05 14:09",3,2,1,3,1,1,1,1,1,2,1,1,1,1,4,1,2,2
"850","2017/04/05 14:10",4,1,3,3,-3,8,2,2,1,4,4,8,4,-3,3,3,3,4
"851","2017/04/05 14:11",3,2,2,3,2,2,1,1,3,1,2,-3,3,1,-3,4,3,2
"852","2017/04/05 14:12",5,2,3,3,5,4,1,2,2,5,3,-3,-3,2,5,3,4,4
"853","2017/04/05 14:13",2,1,3,2,3,3,2,3,1,3,1,9,5,1,3,-3,1,4
"854","2017/04/05 14:14",3,3,2,2,3,3,1,1,2,3,4,2,3,2,2,3,2,3
"855","2017/04/05 14:15",2,1,3,2,1,1,1,1,1,4,1,1,2,1,1,2,2,1
"856","2017/04/05 14:16",1,2,2,1,2,2,1,2,3,1,-3,3,4,3,-3,1,2,3
"857","2017/04/05 14:17",9,1,1,2,1,4,1,2,1,1,3,-3,2,2,-3,-3,1,-3
"858","2017/04/05 14:18",1,1,1,1,2,2,1,1,2,-3,-3,-3,1,1,-3,1,1,-3
"859","2017/04/05 14:19",1,1,2,1,2,1,1,1,1,1,-3,1,1,2,1,1,1,2
"860","2017/04/05 14:20",1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,2
"861","2017/04/05 14:21",1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
"862","2017/04/05 14:22",1,1,7,1,1,1,1,1,1,-3,1,1,1,1,-3,2,1,-3
"863","2017/04/05 14:23",-3,1,-3,1,2,1,1,1,1,4,-3,1,1,2,-3,1,1,1
"864","2017/04/05 14:24",1,2,1,1,1,1,1,2,2,2,-3,1,-3,1,-3,1,-3,-3
"865","2017/04/05 14:25",-3,1,2,2,-3,2,1,-3,1,1,1,1,1,1,1,1,-3,1
"866","2017/04/05 14:26",2,1,2,2,2,1,1,-3,1,1,-3,1,1,1,4,1,-3,4
"867","2017/04/05 14:27",2,1,1,1,1,1,1,1,2,-3,3,4,1,1,-3,-3,1,4
"868","2017/04/05 14:28",1,1,1,1,1,1,1,2,1,3,-3,1,1,-3,2,1,-3,1
"869","2017/04/05 14:29",3,2,3,1,-3,1,1,1,1,1,-3,-3,-3,-3,2,1,-3,-3
"870","2017/04/05 14:30",1,1,1,1,2,1,1,1,1,1,1,-3,-3,1,-3,2,-3,1
"871","2017/04/05 14:31",3,2,3,2,4,2,2,2,1,4,1,2,4,3,3,2,4,2
"872","2017/04/05 14:32",1,1,1,1,-3,1,1,1,1,1,-3,1,-3,-3,-3,-3,1,-3
"873","2017/04/05 14:33",1,1,1,1,-3,1,1,1,1,2,-3,1,1,-3,-3,-3,1,1
"874","2017/04/05 14:34",-3,2,1,2,-3,4,1,3,1,-3,-3,3,4,-3,2,3,-3,-3
"875","2017/04/05 14:35",-3,1,1,1,-3,1,1,1,-3,-3,-3,-3,-3,-3,-3,2,-3,-3
"876","2017/04/05 14:36",1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1
"877","2017/04/05 14:37",4,3,4,8,4,5,1,2,4,4,6,6,3,6,4,3,4,3
"878","2017/04/05 14:38",3,1,1,2,1,1,1,-3,1,4,6,-3,-3,-3,2,2,1,-3
"879","2017/04/05 14:39",-3,1,1,-3,1,2,1,1,1,1,2,-3,-3,-3,-3,1,1,-3
"880","2017/04/05 14:40",1,1,1,1,1,1,1,1,1,-3,-3,2,2,1,-3,-3,-3,1
"881","2017/04/05 14:41",-3,1,-3,1,1,1,1,1,1,1,1,-3,2,1,2,-3,1,1
"882","2017/04/05 14:42",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"883","2017/04/05 14:43",1,2,2,1,1,1,1,1,-3,2,-3,-3,-3,-3,1,1,-3,-3
"884","2017/04/05 14:44",-3,2,8,8,4,1,1,1,1,1,-3,-3,-3,-3,-3,1,-3,-3
"885","2017/04/05 14:45",1,1,1,1,-3,1,1,1,1,1,-3,-3,1,1,-3,2,1,-3
"886","2017/04/05 14:46",1,1,1,1,3,2,2,1,1,3,5,1,2,2,3,2,2,2
"887","2017/04/05 14:47",1,1,2,6,6,1,1,2,4,1,6,7,-3,1,-3,-3,-3,-3
"888","2017/04/05 14:48",2,1,2,1,-3,2,2,1,1,2,1,-3,1,-3,-3,1,-3,1
"889","2017/04/05 14:49",1,6,1,2,-3,1,1,-3,1,1,3,-3,-3,1,-3,-3,1,1
"890","2017/04/05 14:50",1,1,-3,2,1,1,1,-3,1,1,-3,4,-3,1,-3,2,-3,-3
"891","2017/04/05 14:51",1,1,2,1,1,1,1,1,1,1,4,1,2,1,-3,1,1,1
"892","2017/04/05 14:52",4,1,1,2,-3,1,1,1,1,1,2,-3,-3,1,-3,1,-3,-3
"893","2017/04/05 14:53",3,2,2,2,2,4,1,3,2,4,6,6,4,2,2,3,4,3
"894","2017/04/05 14:54",1,1,1,4,-3,1,1,1,3,1,-3,1,1,-3,1,3,3,3
"895","2017/04/05 14:55",-3,1,-3,2,-3,2,1,1,1,1,4,-3,-3,3,-3,3,-3,-3
"896","2017/04/05 14:56",-3,1,1,2,1,1,1,1,1,1,-3,-3,-3,1,1,-3,-3,-3
"897","2017/04/05 14:57",-3,1,1,-3,1,2,1,1,2,1,-3,1,-3,1,2,-3,1,-3
"898","2017/04/05 14:58",1,1,-3,1,1,1,-3,1,1,1,2,-3,-3,-3,-3,-3,-3,-3
"899","2017/04/05 14:59",1,1,-3,-3,1,2,1,1,1,1,2,-3,-3,-3,4,1,1,-3
"900","2017/04/05 15:00",-3,1,1,2,-3,3,1,1,3,1,-3,-3,-3,-3,-3,-3,-3,7
"901","2017/04/05 15:01",2,4,6,6,6,6,3,4,6,6,4,8,3,2,3,3,2,3
"902","2017/04/05 15:02",6,7,6,6,7,8,4,5,5,6,6,7,3,3,3,3,3,3
"903","2017/04/05 15:03",6,5,6,6,6,7,4,5,6,9,8,10,4,4,4,4,4,4
"904","2017/04/05 15:04",-3,2,1,1,-3,1,3,1,2,-3,7,-3,1,4,1,1,2,1
"905","2017/04/05 15:05",6,1,-3,3,2,2,2,2,1,-3,7,6,-3,4,1,1,-3,-3
"906","2017/04/05 15:06",2,1,1,1,1,2,1,3,1,2,1,1,1,1,1,2,3,1
"907","2017/04/05 15:07",3,1,2,1,7,3,2,2,4,2,1,-3,6,1,3,1,4,3
"908","2017/04/05 15:08",9,1,2,2,2,2,1,4,2,1,1,-3,2,2,2,-3,4,3
"909","2017/04/05 15:09",3,2,1,2,4,4,4,2,1,1,1,-3,-3,1,-3,2,4,-3
"910","2017/04/05 15:10",3,3,2,5,1,3,1,1,2,4,6,6,-3,2,2,5,3,4
"911","2017/04/05 15:11",3,2,1,1,1,1,3,1,3,2,4,-3,4,1,2,3,-3,6
"912","2017/04/05 15:12",-3,1,4,2,2,3,1,-3,1,-3,2,-3,-3,1,3,-3,1,1
"913","2017/04/05 15:13",1,1,1,4,3,4,1,1,1,4,3,-3,4,1,3,2,1,1
"914","2017/04/05 15:14",-3,2,-3,3,-3,3,2,5,2,4,1,2,-3,4,3,-3,-3,2
"915","2017/04/05 15:15",4,3,3,2,6,1,2,3,3,2,1,3,6,1,-3,3,-3,2
"916","2017/04/05 15:16",2,1,4,2,4,5,1,2,2,3,2,3,3,1,2,2,-3,2
"917","2017/04/05 15:17",6,1,4,2,3,3,3,2,4,4,5,6,2,3,3,4,4,3
"918","2017/04/05 15:18",3,1,4,2,1,1,2,2,1,4,-3,3,-3,1,3,2,1,1
"919","2017/04/05 15:19",2,1,1,1,3,1,2,1,1,2,2,2,1,2,-3,2,3,2
"920","2017/04/05 15:20",3,4,1,4,6,8,2,3,3,1,2,4,2,4,4,-3,3,3
"921","2017/04/05 15:21",2,2,1,2,1,4,4,2,3,3,1,4,2,1,4,3,-3,2
"922","2017/04/05 15:22",3,1,2,4,5,4,2,3,1,8,6,6,3,2,1,-3,4,-3
"923","2017/04/05 15:23",3,2,2,5,6,3,3,4,6,3,4,4,3,1,3,6,4,4
"924","2017/04/05 15:24",-3,2,1,1,3,1,2,-3,3,-3,-3,-3,-3,1,-3,-3,-3,-3
"925","2017/04/05 15:25",3,2,4,3,3,3,1,3,2,8,5,4,1,2,-3,2,2,2
"926","2017/04/05 15:26",5,4,2,2,2,2,2,3,2,1,4,5,2,2,5,3,-3,2
"927","2017/04/05 15:27",-3,1,1,1,1,1,1,1,2,1,-3,-3,2,-3,4,2,-3,2
"928","2017/04/05 15:28",3,2,4,2,4,3,3,1,4,2,4,4,3,3,3,-3,4,4
"929","2017/04/05 15:29",1,1,3,1,1,1,1,1,1,2,3,-3,-3,-3,2,-3,-3,-3
"930","2017/04/05 15:30",2,2,2,2,3,2,3,2,1,3,1,2,3,3,1,2,4,3
"931","2017/04/05 15:31",2,1,2,2,2,2,2,2,4,1,1,2,2,1,2,1,2,3
"932","2017/04/05 15:32",1,1,1,1,3,2,1,4,1,1,1,1,1,1,1,2,-3,-3
"933","2017/04/05 15:33",-3,1,3,-3,4,4,1,1,1,1,-3,-3,-3,1,3,-3,3,2
"934","2017/04/05 15:34",1,1,3,6,-3,1,1,1,1,-3,1,-3,1,1,-3,-3,2,-3
"935","2017/04/05 15:35",1,1,1,2,-3,-3,1,2,2,2,3,3,-3,-3,-3,1,-3,2
"936","2017/04/05 15:36",4,10,15,2,10,10,4,2,3,4,6,3,3,1,5,9,2,2
"937","2017/04/05 15:37",1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,2,1
"938","2017/04/05 15:38",1,1,2,3,6,1,2,1,1,-3,1,-3,-3,-3,1,1,2,1
"939","2017/04/05 15:39",1,1,2,1,2,1,1,3,1,1,1,2,1,-3,-3,-3,-3,2
"940","2017/04/05 15:40",-3,1,1,2,2,3,1,4,1,3,-3,-3,3,-3,1,-3,1,1
"941","2017/04/05 15:41",3,3,1,1,1,2,1,1,1,1,1,-3,2,4,2,1,1,-3
"942","2017/04/05 15:42",1,1,1,1,6,1,1,2,4,-3,-3,-3,-3,1,-3,-3,-3,-3
"943","2017/04/05 15:43",1,1,2,3,1,1,2,2,1,2,1,-3,-3,2,-3,-3,-3,-3
"944","2017/04/05 15:44",2,1,3,4,6,4,2,1,2,2,1,-3,-3,1,1,1,-3,-3
"945","2017/04/05 15:45",-3,1,-3,2,-3,4,1,1,1,1,-3,4,-3,-3,1,2,-3,2
"946","2017/04/05 15:46",1,1,1,4,2,1,2,3,1,4,3,6,2,3,2,3,4,2
"947","2017/04/05 15:47",1,1,2,1,6,2,2,3,1,2,3,3,4,-3,3,-3,2,2
"948","2017/04/05 15:48",2,1,2,3,3,6,1,1,2,1,2,3,-3,-3,3,1,1,5
"949","2017/04/05 15:49",-3,1,4,3,1,1,1,4,1,1,3,-3,1,1,1,2,2,-3
"950","2017/04/05 15:50",-3,1,3,2,4,3,1,2,1,1,5,-3,2,-3,2,1,3,-3
"951","2017/04/05 15:51",-3,2,3,1,1,2,2,2,3,1,1,-3,2,1,1,2,2,1
"952","2017/04/05 15:52",4,3,4,6,5,3,4,3,4,4,3,7,4,3,3,3,2,2
"953","2017/04/05 15:53",2,3,6,6,6,4,5,6,4,3,4,2,3,4,3,4,2,4
"954","2017/04/05 15:54",19,1,4,3,1,1,1,1,1,1,6,-3,-3,1,2,3,-3,2
"955","2017/04/05 15:55",-3,1,2,5,1,-3,1,4,1,1,-3,10,-3,1,-3,3,-3,2
"956","2017/04/05 15:56",2,2,3,3,1,1,3,1,3,2,1,-3,-3,1,-3,2,-3,-3
"957","2017/04/05 15:57",6,2,1,3,1,4,1,4,-3,6,4,9,-3,1,-3,2,4,2
"958","2017/04/05 15:58",4,5,6,6,4,7,2,2,3,4,4,3,-3,6,2,2,6,5
"959","2017/04/05 15:59",1,2,4,9,3,1,2,1,2,1,1,1,1,4,3,5,1,4
"960","2017/04/05 16:00",1,1,-3,3,4,1,2,1,1,1,-3,-3,-3,-3,5,2,-3,1
"961","2017/04/05 16:01",4,4,4,4,4,4,2,2,3,5,6,7,4,4,3,3,5,4
"962","2017/04/05 16:02",1,1,1,1,2,1,3,1,1,2,1,8,-3,1,1,3,1,1
"963","2017/04/05 16:03",1,1,1,2,-3,1,1,1,1,1,1,-3,-3,1,-3,1,-3,-3
"964","2017/04/05 16:04",1,1,-3,2,1,2,4,1,1,2,1,-3,-3,1,1,-3,-3,1
"965","2017/04/05 16:05",3,1,3,2,6,3,3,3,3,6,4,4,-3,2,2,-3,1,1
"966","2017/04/05 16:06",3,3,1,2,6,2,1,2,1,1,1,1,6,1,2,4,2,2
"967","2017/04/05 16:07",2,1,2,2,2,2,1,3,1,1,1,3,2,1,3,1,2,1
"968","2017/04/05 16:08",-3,1,1,4,-3,1,1,1,1,1,2,-3,-3,1,-3,2,1,1
"969","2017/04/05 16:09",1,1,1,1,1,1,1,1,1,1,-3,1,-3,1,-3,1,-3,1
"970","2017/04/05 16:10",1,2,1,2,1,2,1,1,1,2,-3,-3,6,1,4,-3,-3,-3
"971","2017/04/05 16:11",1,1,3,2,2,2,1,1,2,1,2,7,3,2,3,-3,4,1
"972","2017/04/05 16:12",1,1,1,1,1,7,-3,1,3,-3,6,6,-3,4,3,-3,1,4
"973","2017/04/05 16:13",1,1,-3,1,2,1,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3
"974","2017/04/05 16:14",1,1,2,2,-3,3,1,3,-3,1,-3,4,-3,-3,1,-3,-3,2
"975","2017/04/05 16:15",1,1,1,1,-3,1,1,3,1,1,-3,1,4,1,2,-3,-3,1
"976","2017/04/05 16:16",3,6,4,5,4,6,3,3,4,4,4,6,3,3,3,3,4,4
"977","2017/04/05 16:17",4,4,6,6,7,7,4,4,4,7,5,6,4,4,5,4,4,4
"978","2017/04/05 16:18",4,1,7,8,5,6,4,3,4,4,5,-3,3,4,4,4,4,5
"979","2017/04/05 16:19",1,1,1,1,2,1,2,-3,2,2,2,4,-3,1,1,1,1,1
"980","2017/04/05 16:20",1,1,1,1,1,4,1,-3,1,1,1,1,-3,-3,1,-3,-3,1
"981","2017/04/05 16:21",1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1
"982","2017/04/05 16:22",1,2,1,2,-3,5,2,2,1,2,1,2,2,1,3,2,-3,3
"983","2017/04/05 16:23",-3,1,3,1,-3,1,2,2,1,1,-3,1,1,-3,-3,-3,2,-3
"984","2017/04/05 16:24",-3,1,1,1,3,2,2,4,1,2,2,-3,2,1,3,-3,-3,1
"985","2017/04/05 16:25",-3,1,1,1,3,1,1,1,1,-3,1,-3,-3,-3,3,-3,3,1
"986","2017/04/05 16:26",-3,1,1,1,1,1,1,1,1,2,1,1,-3,-3,1,-3,1,-3
"987","2017/04/05 16:27",1,2,1,2,1,3,2,1,2,2,-3,-3,-3,1,2,-3,1,-3
"988","2017/04/05 16:28",-3,3,-3,2,1,2,1,2,1,-3,4,-3,-3,-3,8,-3,-3,-3
"989","2017/04/05 16:29",1,1,1,3,-3,3,1,1,2,-3,2,1,-3,1,2,-3,2,1
"990","2017/04/05 16:30",-3,1,1,3,4,3,1,1,1,2,1,3,2,3,3,-3,1,-3
"991","2017/04/05 16:31",3,1,3,2,4,3,2,3,3,3,1,5,3,2,3,-3,-3,2
"992","2017/04/05 16:32",2,1,2,1,4,2,2,1,3,1,4,2,4,-3,1,3,-3,2
"993","2017/04/05 16:33",-3,1,4,-3,3,1,1,1,1,-3,-3,3,2,-3,-3,2,-3,1
"994","2017/04/05 16:34",4,2,4,7,5,3,-3,2,2,6,3,4,2,5,3,3,3,4
"995","2017/04/05 16:35",2,1,-3,4,3,1,1,3,1,2,1,1,-3,-3,2,4,3,2
"996","2017/04/05 16:36",1,1,6,1,3,1,2,2,2,3,1,2,3,1,3,3,2,2
"997","2017/04/05 16:37",10,2,2,3,3,2,1,1,1,1,4,1,2,4,1,1,4,1
"998","2017/04/05 16:38",2,2,2,2,-3,3,2,1,1,1,1,3,-3,-3,3,3,3,2
"999","2017/04/05 16:39",4,2,4,4,-3,3,3,2,1,1,1,5,2,1,1,2,1,1
"1000","2017/04/05 16:40",3,2,1,2,2,3,1,1,1,1,8,2,1,4,-3,-3,4,1
"1001","2017/04/05 16:41",1,1,-3,1,1,1,3,1,2,3,1,1,-3,1,1,-3,1,1
"1002","2017/04/05 16:42",2,2,4,1,1,1,1,1,1,2,1,-3,3,-3,-3,-3,1,1
"1003","2017/04/05 16:43",1,1,-3,1,1,2,1,2,2,1,2,-3,2,-3,-3,1,-3,1
"1004","2017/04/05 16:44",-3,3,1,3,-3,1,-3,1,4,-3,-3,4,1,-3,-3,3,-3,1
"1005","2017/04/05 16:45",-3,1,-3,1,1,3,-3,2,1,-3,-3,-3,-3,2,3,-3,1,-3
"1006","2017/04/05 16:46",1,3,1,7,2,3,1,2,2,-3,2,5,1,2,2,2,-3,3
"1007","2017/04/05 16:47",1,1,1,2,3,2,1,1,2,1,1,1,4,2,2,2,1,1
"1008","2017/04/05 16:48",2,1,-3,-3,-3,2,-3,1,3,-3,-3,1,-3,-3,-3,-3,3,1
"1009","2017/04/05 16:49",6,1,2,1,1,1,-3,3,1,1,-3,1,2,1,2,2,4,1
"1010","2017/04/05 16:50",1,-3,1,7,2,1,-3,1,2,-3,4,-3,1,3,1,-3,2,-3
"1011","2017/04/05 16:51",1,1,1,2,4,1,1,1,1,1,3,4,3,1,2,2,1,1
"1012","2017/04/05 16:52",-3,1,1,-3,-3,1,1,-3,1,-3,3,6,-3,1,-3,1,1,-3
"1013","2017/04/05 16:53",-3,3,1,2,1,1,2,-3,2,-3,-3,-3,-3,-3,-3,-3,2,1
"1014","2017/04/05 16:54",-3,1,2,2,8,1,1,3,3,4,2,2,2,3,4,1,2,3
"1015","2017/04/05 16:55",-3,1,1,-3,2,-3,6,1,-3,-3,-3,7,-3,-3,2,-3,2,3
"1016","2017/04/05 16:56",-3,2,1,1,1,1,-3,1,1,1,1,1,1,3,-3,2,-3,2
"1017","2017/04/05 16:57",7,2,1,-3,-3,-3,1,2,1,1,-3,1,4,1,1,-3,1,-3
"1018","2017/04/05 16:58",1,1,2,-3,1,4,-3,1,2,1,-3,-3,-3,1,2,-3,-3,-3
"1019","2017/04/05 16:59",1,1,1,6,1,-3,1,1,1,2,-3,-3,-3,2,-3,-3,1,1
"1020","2017/04/05 17:00",1,1,-3,3,-3,-3,-3,3,2,-3,-3,1,-3,5,1,-3,1,3
"1021","2017/04/05 17:01",3,3,3,2,2,4,1,3,2,3,4,2,3,2,4,2,2,4
"1022","2017/04/05 17:02",1,3,3,2,3,2,1,2,1,-3,4,2,4,2,3,-3,3,1
"1023","2017/04/05 17:03",3,1,2,4,1,1,1,2,2,2,4,2,-3,4,2,1,2,-3
"1024","2017/04/05 17:04",1,1,-3,2,4,2,1,-3,2,1,1,1,-3,-3,-3,3,2,1
"1025","2017/04/05 17:05",3,3,1,2,4,-3,3,3,1,6,6,-3,1,-3,1,1,1,3
"1026","2017/04/05 17:06",6,8,2,4,2,4,2,2,2,2,2,4,2,1,1,1,1,1
"1027","2017/04/05 17:07",4,1,2,2,1,1,1,1,1,1,1,1,-3,1,2,2,1,1
"1028","2017/04/05 17:08",1,3,1,2,-3,2,1,2,2,2,2,1,1,2,1,1,2,2
"1029","2017/04/05 17:09",2,2,4,4,3,4,4,3,2,6,2,2,4,3,2,2,3,3
"1030","2017/04/05 17:10",1,2,4,2,2,3,2,1,2,4,2,2,1,2,3,1,3,2
"1031","2017/04/05 17:11",1,1,1,1,2,2,1,2,1,-3,1,4,1,1,1,-3,-3,1
"1032","2017/04/05 17:12",2,2,1,2,1,5,2,3,1,-3,2,1,-3,2,1,2,2,1
"1033","2017/04/05 17:13",1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2
"1034","2017/04/05 17:14",1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,5
